,Review,Score,Source
1281,"Of course, the acting is blah.  ",0,imdb
1282,The acting by the whole cast could be put on a scale and balanced perfectly between overacting and underacting.  ,0,imdb
1283,"And, FINALLY, after all that, we get to an ending that would've been great had it been handled by competent people and not Jerry Falwell.  ",0,imdb
1284,"I loved this movie it was a great portrayal of a family who had it's share of ups and down, but in the end they knew that special love they had for each other.  ",1,imdb
1285,"I have seen many movies starring Jaclyn Smith, but my god this was one of her best, though it came out 12 years ago.  ",1,imdb
1286,"This movie contained an all-star cast, and what I loved the most was that it opened my eyes to see other actors who I haven't seen before.  ",1,imdb
1287,"This movie was kind of long in length, but I enjoyed every minute of it.  ",1,imdb
1288,Overall I rate this movie a 10 out of a 1-10 scale.  ,1,imdb
1289,"Lifetime does not air it enough, so if anyone knows what store sells it let me know because this is a must-have.  ",1,imdb
1290,"I particularly remember my senses being assaulted by strident cords of music that would blare out with very little warning, and even less meaning.  ",0,imdb
1291,It is just the sort of pap that is screened in the afternoon to punish the unemployed for not having jobs.  ,0,imdb
1292,"Totally different, with loads of understatement and black comedy, this is a film few get to see, but those who do will remember it.  ",1,imdb
1293,"This movie creates its own universe, and is fascinating in every way.  ",1,imdb
1294,But this movie really got to me.  ,1,imdb
1295,See it.  ,1,imdb
1296,"I really hope the team behind this movie makes more movies, and that they will continue to do so in their own, some kinda weird style.  ",1,imdb
1297,"And I forgot: The Casting here i superb, with Trond Fausa Aurvåg being perfect in the role as the Bothersome Man, who doesn't understand where he is, what he is doing and why.  ",1,imdb
1298,This movie is a good and humorous comment on life in 2006.  ,1,imdb
1299,"I found this move beautiful, enjoyable, and uplifting.  ",1,imdb
1300,"Initially the local sites in the film, which was filmed here in Buffalo, intrigued me.  ",1,imdb
1301,Later I found myself lost in the power of the film.  ,1,imdb
1302,The entire audience applauded at the conclusion of the film.  ,1,imdb
1303,"I left the theater with a lilt in my step, joy in my heart and hope for the human race.  ",1,imdb
1304,Duris has a wholesome appearance and gives a fine performance.  ,1,imdb
1305,The rest of the cast also play well.  ,1,imdb
1306,Cinematography noteworthy including fine views of Barcelona and its famed Gaudi towers.  ,1,imdb
1307,About ten minutes into this film I started having second thoughts.  ,0,imdb
1308,About half way through this film I started to dislike it.  ,0,imdb
1309,"By the time the film ended, I not only disliked it, I despised it.  ",0,imdb
1310,What this film lacks is a convincing script.  ,0,imdb
1311,The script looks as if only a rough draft was written and shooting began before a finished script was completed.  ,0,imdb
1312,"Things happen, characters personalities change, plot twists occur for no real reason other than that script calls for it.  ",0,imdb
1313,The cast is good.  ,1,imdb
1314,"For that, it's worth checking out.  ",1,imdb
1315,This is probably the most irritating show I have ever seen in my entire life.  ,0,imdb
1316,It is indescribably the most annoying and idiotic show I have ever seen.  ,0,imdb
1317,Everything about it is just bad.  ,0,imdb
1318,"I could not understand, what kind of idiot would produce this mess in the first place not to mention several season.  ",0,imdb
1319,"The script is bad, very bad  it contains both cheesiness and unethical joke that you normally see in rated R or NC-17 movie.  ",0,imdb
1320,"The casting is also horrible, cause all you see is a really really BAD Actors, period.  ",0,imdb
1321,Final Word: This Show is a real torture!!  ,0,imdb
1322,It is zillion times away from reality.  ,0,imdb
1323,Watching washing machine twirling around wouldn't hurt your eyes as much as this show.  ,0,imdb
1324,Rating: 0/10 (Grade: Z) Note: The Show Is So Bad That Even Mother Of The Cast Pull Her Daughter Out Of The Show.  ,0,imdb
1325,20th Century Fox's ROAD HOUSE 1948) is not only quite a silly noir but is an implausible unmitigated bore of a movie.  ,0,imdb
1326,"Full of unconvincing cardboard characters it is blandly written by Edward Chodorov, who also produced, and is surprisingly directed by Jean Negulesco from whom one would expect a great deal more.  ",0,imdb
1327,From here on the Widmark character turns unintentionally comical!  ,0,imdb
1328,His losing his marbles so early in the proceedings is totally implausible and unconvincing.  ,0,imdb
1329,And if that isn't enough of a mess of a movie for you - the picture is also marred with a constant use of studio sets and indoor exteriors.  ,0,imdb
1330,Whatever prompted such a documentary is beyond me!  ,0,imdb
1331,(very serious spoilers) this movie was a huge disappointment.  ,0,imdb
1332,there are so many problems i dont know where to start.  ,0,imdb
1333,the cast was great.  ,1,imdb
1334,"steve martin delivers a really funny performance of a middle-aged, upper class, uptight white guy.  ",1,imdb
1335,add betty white and jean smart and you have a great cast - everyone played their parts really well.  ,1,imdb
1336,but the movie makes a lot of serious mistakes.  ,0,imdb
1337,"first of all, there are enough racial stereotypes and racial jokes to offend everyone.  ",0,imdb
1338,the movie is littered with overt racial slurs towards the black cast members and in return the whites are depicted as morons and boobs.  ,0,imdb
1339,"putting the race card aside, lets look at the major flaw in the film: they destroy latifa's character.  ",0,imdb
1340,there is no real plot.  ,0,imdb
1341,i wouldnt see this movie again for free.  ,0,imdb
1342,STEAMBOAT WILLIE is an amazingly important film to our cinema history.  ,1,imdb
1343,This second appearance of Mickey Mouse (following the silent PLANE CRAZY earlier that year) is probably his most famous film--mostly because it was so ground-breaking.  ,1,imdb
1344,"While you don't yet hear Mickey speak, there are tons of sound effects and music throughout the film--something we take for granted now but which was a huge crowd pleaser in 1928.  ",1,imdb
1345,"However, after seeing the short again after about 25 years, I was amazed at how timeless the film actually is.  ",1,imdb
1346,"It's just adorable seeing Mickey playing ""Turkey in the Straw"" in a highly imaginative (if occasionally cruel) way.  ",1,imdb
1347,Clever and a real crowd-pleaser--this film still ranks among Mickey's best films even after 80 wonderful years.  ,1,imdb
1348,"The bipolarity of the ruthless thug (one minute a ruthless killer, the next minute a Luv's diaper commercial) is completely unconvincing.  ",0,imdb
1349,"I'm terribly disappointed that this film would receive so many awards and accolades, especially when there are far more deserving works of film out there.  ",0,imdb
1350,The original Body and Soul (1947) is a masterpiece.  ,1,imdb
1351,"John Garfield, Ann revere, Lilli Plmer, William Conrad, Canada Lee...and filmed by one of the greatest cinematographers to ever grace the screen..James Wong Howe.  ",1,imdb
1352,I don't think there are any redeeming qualities in this remake.  ,0,imdb
1353,This may be the only bad film he ever made.  ,0,imdb
1354,So bad...well...it's just bad.  ,0,imdb
1355,"This movie is a solid example of a bad plot and a very, very bad idea all the way.  ",0,imdb
1356,It's a shame to see good actors like Thomerson and James make a living in a mess like this.  ,0,imdb
1357,I thought it was bad.  ,0,imdb
1358,"Both films are terrible, but to the credit of the 1986 version, it was watchable.  ",0,imdb
1359,"Let's start with all the problemsthe acting, especially from the lead professor, was very, very bad.  ",0,imdb
1360,The script is a big flawed mess.  ,0,imdb
1361,The best example of how dumb the writing is when it's established that you can turn the zombie-students back into humans by removing a necklace containing a piece of the meteorite.  ,0,imdb
1362,"Director Paul Matthews, who also wrote/directed the weak 1995 monster movie ""Grim"", clearly doesn't know how to pace his films.  ",0,imdb
1363,The movie is terribly boring in places.  ,0,imdb
1364,The lighting is awful.  ,0,imdb
1365,The film looks cheap and bland.  ,0,imdb
1366,One of the most disappointing aspects is the lack of notable gore.  ,0,imdb
1367,"This convention never worked well in the past, and certainly doesn't work here.  ",0,imdb
1368,The visual effects were AWFUL.  ,0,imdb
1369,The CG opening sequence in space looked like it could have been created on Microsoft Slideshow for God's sake!  ,0,imdb
1370,"The ""explosion"" of the Gas tanks at the end was just as awful.  ",0,imdb
1371,"Okay, I like to consider myself a fair critic, so I'll give credit where credit's due--the creature effects were actually pretty cool.  ",1,imdb
1372,"Gotta love those close-ups of slimy, drooling teeth!  ",1,imdb
1373,"To sum the film up, ""Breeders"" is a terrible, cheaply made horror movie that should be avoided like the Ebola virus.  ",0,imdb
1374,Not recommended.  ,0,imdb
1375,"He is almost unbearable to watch on screen, he has little to no charisma, and terrible comedic timing.  ",0,imdb
1376,"Aside from it's terrible lead, this film has loads of other debits.  ",0,imdb
1377,"I understand that it's supposed to be a cheap popcorn comedy, but that doesn't mean that it has to completely insult our intelligence, and have writing so incredibly hackneyed that it borders on offensive.  ",0,imdb
1378,"Lewis Black's considerable talent is wasted here too, as he is at his most incendiary when he is unrestrained, which the PG-13 rating certainly won't allow.  ",0,imdb
1379,The film's sole bright spot was Jonah Hill (who will look almost unrecognizable to fans of the recent Superbad due to the amount of weight he lost in the interim).  ,1,imdb
1380,"With the originality and freshness of the first movie now spent, this remake had little else to offer.  ",0,imdb
1381,The budget was evidently very limited.  ,0,imdb
1382,"This was reflected not only in the cast, but also in the below-par script, which borrowed much from the earlier classic.  ",0,imdb
1383,"However, here there was no decent acting, action or location work to balance things up.  ",0,imdb
1384,Filmiing was less expansive.  ,0,imdb
1385,It failed to convey the broad sweep of landscapes that were a great part of the original.  ,0,imdb
1386,Generally; it just lacked imagination.  ,0,imdb
1387,Not recommended.  ,0,imdb
1388,Is it possible for a movie to get any worse than this?  ,0,imdb
1389,There is no plot here to keep you going in the first place.  ,0,imdb
1390,"Even when the women finally show up, there is no sign of improvement; the most expected things happen and by the time the film is over, you might be far asleep.  ",0,imdb
1391,"Beware: this is not a trashy cult movie, this is trash -period!  ",0,imdb
1392,I can't believe there's even a sequel to this!  ,0,imdb
1393,Which is precisely why I am giving it such a bad review!  ,0,imdb
1394,"Being a 90's child, I truly enjoyed this show and I can proudly say that I enjoyed it big time and even more than the classical WB cartoons.  ",1,imdb
1395,"But ""Tiny Toons"" kept the 90's vibe and delivered one of the most popular, funny, and underrated cartoons ever created.  ",1,imdb
1396,The memories are murky but I can only say that I enjoyed every single episode and product related to the show.  ,1,imdb
1397,"Easily, none other cartoon made me laugh in a tender way (before getting into dark sitcoms oriented for teenagers).  ",1,imdb
1398,The characters were all funny and had the peculiarity of not having a true lead character.  ,1,imdb
1399,Every single character was hilarious and deserved to be called a lead.  ,1,imdb
1400,"Every element of this story was so over the top, excessively phony and contrived that it was painful to sit through.  ",0,imdb
1401,"Her lines seem to have been WRITTEN by a fifteen year old, though they are trying oh so, so hard to sound like how a fifteen year old would really, um, you know, well... talk.  ",0,imdb
1402,Perabo has a nice energy level and is obviously very comfortable in front of a camera.  ,1,imdb
1403,There is simply no excuse for something this poorly done.  ,0,imdb
1404,I saw this movie and I thought this is a stupid movie.  ,0,imdb
1405,What is even more stupid is that who had thought an idea that there should be a volcano in Los Angeles?  ,0,imdb
1406,"To be honest with you, this is unbelievable nonsense and very foolish.  ",0,imdb
1407,"In conclusion, I will not bother with this movie because a volcano in Los Angeles is nothing but nonsense.  ",0,imdb
1408,The story line is just awful!  ,0,imdb
1409,It's just painful!  ,0,imdb
1410,And the accents are absolutely abysmal!  ,0,imdb
1411,There's also enough hypocrisy in this film to make me vomit.  ,0,imdb
1412,Don't waste your time watching this rubbish non-researched film.  ,0,imdb
1413,I believe that Pitch Black was done well.  ,1,imdb
1414,"The characters are interesting and you want to find out more about them the longer the movie goes on, and I think people will be surprised by who does and doesn't make it.  ",1,imdb
1415,Go watch it!  ,1,imdb
1416,Omit watching this.  ,0,imdb
1417,VERY funny!  ,1,imdb
1418,My rating: just 3 out of 10.  ,0,imdb
1419,The characters are interesting and you really care for them.  ,1,imdb
1420,"An instant classic, with a great soundtrack and a catchy song during the ending credits.  ",1,imdb
1421,Don't miss it.  ,1,imdb
1422,"This is a masterful piece of film-making, with many themes simmering and occasionally boiling over in this warts and all study of the poet's bohemian, self-indulgent wartime years that span the aerial bombardments of London and the outward tranquillity of a Welsh coastal retreat - the borderlines between friendship, lust and love, dedication to art and experience versus practical concerns, jealousy, rivalry, cowardice and egotism versus heroism and self-sacrifice and more.  ",1,imdb
1423,"A mature, subtle script that suggests and occasionally brings into dramatic focus the underlying tensions is well served by perfect performances (apart from the odd inappropriate smiling that Keira Knightley is prone to, though perhaps under direction this time as the other characters themselves often mention it).  ",1,imdb
1424,"But above all the exquisite visual composition of each moment, with inventive and elegant use of close-up, camera angle and lighting, including pointillistic faux home movie footage, is a wonder and joy to behold.  ",1,imdb
1425,"It's as continuously beautiful to look at as a Bertolucci, but the relationships here are more convincing and the narrative more engaging than some of that master's work.  ",1,imdb
1426,The basic premise is wasted since it is sidelined by the inexplicable focus on the documentary crew.  ,0,imdb
1427,"Regardless, the film fails on most levels.  ",0,imdb
1428,Avoid at all costs.  ,0,imdb
1429,"I saw this film over Christmas, and what a great film it was!  ",1,imdb
1430,I thought Errol Flynn was brilliant as Custer and has since become my favourite actor!  ,1,imdb
1431,His acting alongside Olivia De Havilland was brilliant and the ending was fantastic!  ,1,imdb
1432,"I had always known that Errol Flynn was a brilliant actor as he was my dads favourite actor, and I grew up watching his films as a child.  ",1,imdb
1433,But it wasn't until I watched this film that I realised how great he actually was.  ,1,imdb
1434,I'll give this film 10 out of 10!  ,1,imdb
1435,"I know that Jim O'Connor was very energetic and that nobody could be as much as him, but George was well dull.  ",0,imdb
1436,"He really didn't seem to want to be hosting; his voice-overs were monotonous, didn't get involved with the guests.  ",0,imdb
1437,"Lovely little thriller from Hitchcock, with lots of nice shenanigans surrounding a murdered spy, a kidnapped child, a nasty church, a foreign plot and some random taxidermists.  ",1,imdb
1438,"Jimmy Stewart is as ever a great hero for Hitchcock, the story rips along to its cool climax at an embassy function, but it lacks the brooding menace of Hitchcock's black and white, low-budget original.  ",1,imdb
1439,Nevertheless yet another wonderful film from the great master's stable.  ,1,imdb
1440,I have to say that this film was excellently produced and tops the ratings as a typical sci fi film!  ,1,imdb
1441,Excellently produced by one of Sci-fi's best producers Scot Vandiver !  ,1,imdb
1442,"But it is entertaining, nonetheless.  ",1,imdb
1443,It's a campy sort of film that's a joy to watch.  ,1,imdb
1444,There's barely a boring moment in the film and there are plenty of humorous parts.  ,1,imdb
1445,The cast is always entertaining as usual.  ,1,imdb
1446,"Overall, a delight!  ",1,imdb
1447,"This movie is so mind-bendingly awful, it couldn't have even been created.  ",0,imdb
1448,The film lacks any real scares or tension & some of the medical terminology used throughout is a bit iffy to say the least & I say that as an insulin dependant diabetic myself.  ,0,imdb
1449,The least said about the acting the better.  ,0,imdb
1450,This movie does an excellent job of revealing the complexity of the task and the incredible challenges facing South Africa.  ,1,imdb
1451,I believe every one should see this movie as I think few people outside of South Africa understand its past and what is being attempted in the Truth and Reconciliation process.  ,1,imdb
1452,Nothing short of magnificent photography/cinematography in this film.  ,1,imdb
1453,"The acting is fantastic, the stories are seamlessly woven together, and the dogs are splendid............. A must rent, view, or see.  ",1,imdb
1454,Don't be afraid of subtitles........ its worth a little aversion therapy 10/10  ,1,imdb
1455,Excellent performance.  ,1,imdb
1456,There still are good actors around!  ,1,imdb
1457,Also great directing and photography.  ,1,imdb
1458,"Very true to Shakespear, and a 'must' for all Shakespear fans.  ",1,imdb
1459,"Macbeth (Jason Connery) moved me to tears with his final monolog (out brief candle, out)He gave the sphere of moral decay and dark forces a human face, which makes it the more interesting.  ",1,imdb
1460,"Helen Baxendale is a very credible lady Macbeth who can be very cheerfull at times and sometimes she just looks like a naughty girl, but deadly in her taste for blood and evil.  ",1,imdb
1461,"If you love death and decay, and Shakespears lyrics... this is the one.  ",1,imdb
1462,"This is a witty and delightful adaptation of the Dr Seuss book, brilliantly animated by UPA's finest and thoroughly deserving of its Academy Award.  ",1,imdb
1463,"Special mention should be made of the superb music score and sound effects, which are an integral element in helping to make this such a memorable and enjoyable cartoon.  ",1,imdb
1464,"However Paul Schrader has indeed made a film ""about"" Mishima that is both superb & complex.  ",1,imdb
1465,Also notable is John Bailey's fine crisp beautifully colored cinematography and the great production design & costumes by Eiko Ishioka who went on to do the memorable costumes for Coppola's Dracula for which she received a well deserved Oscar.  ,1,imdb
1466,"Even allowing for poor production values for the time (1971) and the format (some kind of mini-series), this is baaaaaad.  ",0,imdb
1467,"Unless you're just out to visually ""collect"" all extant films of Austen's work, you can skip this one.  ",0,imdb
1468,"If you do watch it, however, there are small consolations: The actresses playing Anne's sisters each do a wonderful job with their roles.  ",1,imdb
1469,It is not good.  ,0,imdb
1470,"Speaking of the music, it is unbearably predictably and kitchy.  ",0,imdb
1471,Then the film just dropped the ball.  ,0,imdb
1472,This is a stunning movie.  ,1,imdb
1473,Raw and sublimely moving.  ,1,imdb
1474,"It felt like a very gripping, intelligent stage play (but without the overly theatrical feeling one actually gets from watching people on a stage) which plays on everyone's terror of a white lie escalating to monstrous consequences.  ",1,imdb
1475,All of the main players are mesmerising.  ,1,imdb
1476,Tom Wilkinson broke my heart at the end... and everyone else's judging by the amount of fumbling for hankies and hands going up to faces among males and females alike.  ,1,imdb
1477,Julian Fellowes has triumphed again.  ,1,imdb
1478,He's a national treasure.  ,1,imdb
1479,GO AND SEE IT!  ,1,imdb
1480,This is an excellent film.  ,1,imdb
1481,The aerial scenes were well-done.  ,1,imdb
1482,It was also the right balance of war and love.  ,1,imdb
1483,"The film gives meaning to the phrase, ""Never in the history of human conflict has so much been owed by so many to so few.  ",1,imdb
1484,Kris Kristoffersen is good in this movie and really makes a difference.  ,1,imdb
1485,A good film by a great director!  ,1,imdb
1486,This is definitely one of the better documentaries I have seen looking at family relationships and marriage.  ,1,imdb
1487,"There are many continuity errors: one other user commented on different cars in the garage, Joe's glasses...the one that got to me the most was the fact Joe's facial hair configuration seemed to change from scene to scene.  ",0,imdb
1488,This is just a great movie.  ,1,imdb
1489,10 out of 10 stars.  ,1,imdb
1490,I can't see how this movie can be an inspiration to anyone to come out or overcome fear and rejection.  ,0,imdb
1491,It's so bad it's actually worth seeing just for that reason.  ,0,imdb
1492,Punishment Park is a brilliant piece of cinema.  ,1,imdb
1493,"Shot in the Southern California desert using his patent faux documentary style, Watkins creates a film like no other.  ",1,imdb
1494,This is one of Peter Watkins most accessible films.  ,1,imdb
1495,I advise you to look out for it.  ,1,imdb
1496,You wont regret it!  ,1,imdb
1497,Highly recommended A+  ,1,imdb
1498,Well... Just if you keep thinking how bad it is.  ,0,imdb
1499,"It's a mediocre, miserable, hollow, laughable and predictable piece of garbage.  ",0,imdb
1500,It's a case of 'so bad it is laughable'.  ,0,imdb
1501,") very bad performance plays Angela Bennett, a computer expert who is at home all the time.  ",0,imdb
1502,"It is a film about nothing, just a pretext to show ridiculous action scenes.  ",0,imdb
1503,How awful she is!  ,0,imdb
1504,"But she is still a bad actress, repeating her robotic face moves in each of her pictures.  ",0,imdb
1505,"The results, well, are a shame.  ",0,imdb
1506,DELETE this film from your mind!  ,0,imdb
1507,One of the worst shows of all time.  ,0,imdb
1508,The show would begin with smart ass ed comments to each other that would be totally off the wall and uncalled for.  ,0,imdb
1509,"The fat computer geek was unbelievable, the bible thumper, the bad-ass girl, who are these actors???  ",0,imdb
1510,Never heard of any of them except Cole who was totally unbelievable in the part.  ,0,imdb
1511,"Every time he opened his mouth you expect to hear, ""you see kids..."" Pulling the plug was a mercy killing for this horrible show.  ",0,imdb
1512,The stories were as unbelievable as the actors.  ,0,imdb
1513,Lame would be the best way to describe it.  ,0,imdb
1514,"Stanwyck and Morgan are perfectly cast in what is, in many ways, a modern equivalent of Dickens' Christmas Carol in its sensibility.  ",1,imdb
1515,The success of the film depends on the casting of Sydney Greenstreet as the Alexander Yardley character.  ,1,imdb
1516,The attractive set used throughout most of the film is an eye-pleasing gem.  ,1,imdb
1517,"Im big fan of RPG games too, but this movie, its a disgrace to any self-respecting RPGer there is.  ",0,imdb
1518,"The lines, the cuts, the audio, everything is wrong.  ",0,imdb
1519,You can find better movies at youtube.  ,0,imdb
1520,"Top line: Don't waste your time and money on this one, its as bad as it comes.  ",0,imdb
1521,"A Lassie movie which should have been ""put to sleep"".... FOREVER.  ",0,imdb
1522,That's how I'd describe this painfully dreary time-waster of a film.  ,0,imdb
1523,"So mediocre in every aspect that it just becomes a dull, uninteresting mess, this is one of the most forgettable movies I've seen.  ",0,imdb
1524,"It isn't even an achievement as a ""so-bad-it's-good"" or ""so-bad-it's-memorable"" movie.  ",0,imdb
1525,"It's an empty, hollow shell of a movie.  ",0,imdb
1526,"Seriously, it's not worth wasting your, or your kid's time on.  ",0,imdb
1527,"Avoid, avoid, avoid!  ",0,imdb
1528,It will drive you barking mad!  ,0,imdb
1529,The transfers are very good.  ,1,imdb
1530,Very nice and relaxing late night viewing.  ,1,imdb
1531,The movie is full of wonderful dancing (hence the title!  ,1,imdb
1532,") some great music, and terrific scenery.  ",1,imdb
1533,"It handles some tough issues with dignity and grace, and, of course, has (shocking spoiler here!  ",1,imdb
1534,") a happy, wonderful, feel good ending!  ",1,imdb
1535,"The point is the journey, a journey that touches every member of the family.  ",1,imdb
1536,It's one of the movies I need to see whenever it comes on TV...never mind the fact that I already have it memorized!  ,1,imdb
1537,Nothing new there.  ,0,imdb
1538,That was done in the second movie.  ,0,imdb
1539,The movie has almost no action scenes in it and very little comedy.  ,0,imdb
1540,The plot has more holes than a pair of fishnet stockings and the direction and editing is astonishingly ham fisted.  ,0,imdb
1541,What on earth is Irons doing in this film?  ,0,imdb
1542,I just saw this film and I recommend it.  ,1,imdb
1543,"It has a very good plot, it holds your complete attention, the acting is superb, Tom Wilkinson was fantastic and Emily Watson was also very good.  ",1,imdb
1544,"A very good film indeed, about great and unconditional love.  ",1,imdb
1545,"Tom Wilkinson's character is a man who is not prepared for the ordeal that is about to begin, but he takes the matter in hand as the story progresses, and this great actor gives a performance that makes you feel the character's anguish and suffering.  ",1,imdb
1546,"Emily Watson's character is very strong, and she has only to give a quick glance and you understand everything.  ",1,imdb
1547,"Despite the pans of reviewers, I liked this movie.  ",1,imdb
1548,"In fact, I liked it better than Interview With a Vampire and I liked this Lestat (Stuart Townsend) better than Cruise's attempt.  ",1,imdb
1549,"Aailiyah was pretty good as Akasha, in places compelling (her first entrance and mini dance scene).  ",1,imdb
1550,"I'm a big fan of this series mostly due to Anne Rice's style, sensitivities and treatments.  ",1,imdb
1551,I guess I liked the details of his dysfunction--he was believable.  ,1,imdb
1552,The football scenes at the end were perplexing.  ,0,imdb
1553,But I thought his acting was skilled.  ,1,imdb
1554,Meredith M was better than all right.  ,1,imdb
1555,A very charming film with wonderful sentiment and heart.  ,1,imdb
1556,It is rare when a film-maker takes the time to tell a worthy moral tale with care and love that doesn't fall into the trap of being overly syrupy or over indulgent.  ,1,imdb
1557,Nine out of ten for a truly lovely film.  ,1,imdb
1558,This early film from future goremeister Lucio Fulci is a very good addition to the giallo sub-genre.  ,1,imdb
1559,This is one of the best Italian thrillers of the early 70's.  ,1,imdb
1560,A standout scene.  ,1,imdb
1561,This scene is very strong and unpleasant.  ,0,imdb
1562,"Technically, the film is well made with impressive camera-work, solid acting and effective music from Riz Ortolani  particularly good is a recurring unaccompanied female vocal that sounds like it's coming from a distant hill.  ",1,imdb
1563,It's still wild stuff though and is highly recommended to fans of giallo cinema.  ,1,imdb
1564,The movie was very interesting from beginning to the end.  ,1,imdb
1565,I liked the way Dustin Hoffman's character was ready to do just about everything to stay with his son.  ,1,imdb
1566,This movie is also revealing.  ,1,imdb
1567,"Personally, I think it shows that people should learn to find a compromise them self without involving other people into issue.  ",1,imdb
1568,And it was boring.  ,0,imdb
1569,"I am so tired of clichés that is just lazy writing, and here they come in thick and fast.  ",0,imdb
1570,PS the only scene in the movie that was cool is when the central character finds her room blown up.  ,1,imdb
1571,"It's a fresh, subtle, and rather sublime effect.  ",1,imdb
1572,"An Italian reviewer called this ""a small, great film,"" and that's right.  ",1,imdb
1573,"All the actors give a wonderful performance, especially Jennifer Rubin as Jamie Harris, who changes from the nervous starlet in the beginning through the strange events she is part of to the cool star.  ",1,imdb
1574,"You learn a lot about the real inside emotions of people in this movie, and a lot about the movie business itself.  ",1,imdb
1575,"The movie in movie situations in the beginning and through the game that is played with her by the ""acting coach"" are fascinating.  ",1,imdb
1576,Also the music by Mark Snow is possibly the best score I've ever heard.  ,1,imdb
1577,You won't forget this movie!  ,1,imdb
1578,Why was this film made?  ,0,imdb
1579,The film has an ultra-cheap look to it.  ,0,imdb
1580,The result is a film that just don't look right.  ,0,imdb
1581,None of them are engaging or exciting.  ,0,imdb
1582,The plot is nonsense that doesn't interest in the slightest way or have any uniqueness to it.  ,0,imdb
1583,The Foreigner is not worth one second of your time.  ,0,imdb
1584,"I saw it as a child on TV back in 1973, when it was ""The Stranger"" and I loved it.  ",1,imdb
1585,But the duet between the astronaut and his doctor at the beginning of the movie is a perfect exchange if one considers that this movie was made well into the Cold War and the astronaut's biggest fear is that he has crashed in the USSR.  ,1,imdb
1586,This movie is so awesome!  ,1,imdb
1587,"I loved it, it was really scary.  ",1,imdb
1588,I love the Scream movies and all horror movies and this one ranks way up there.  ,1,imdb
1589,If you want a real scare rent this one!  ,1,imdb
1590,10/10  ,1,imdb
1591,This is an extraordinary film.  ,1,imdb
1592,"As a courtroom drama, it's compelling, as an indictment on the American justice system, it's frightening.  ",1,imdb
1593,"This film highlights the fundamental flaws of the legal process, that it's not about discovering guilt or innocence, but rather, is about who presents better in court.  ",1,imdb
1594,"The film is well paced, understated and one of the best courtroom documentaries I've seen.  ",1,imdb
1595,This mostly routine fact-based TV drama gets a boost from the fine performance by Cole.  ,1,imdb
1596,"Predictable, but not a bad watch.  ",1,imdb
1597,It was clear that she had the range and ability to pull off this part.  ,1,imdb
1598,She carries the movie well.  ,1,imdb
1599,Constantine gives everything the right intensity and seems to have a good understanding of the underlying psychological motivations.  ,1,imdb
1600,"It is wonderful and inspiring to watch, and I hope that it gets released again on to video or DVD.  ",1,imdb
1601,"How this piece of trash was ever released is beyond me: the acting, the story, the characters, the supposedly special effects, etc...it's ALL wrong.  ",0,imdb
1602,"In fact, this stinker smells like a direct-to-video release.  ",0,imdb
1603,Avoid at ALL costs!  ,0,imdb
1604,Star Trek V The final Frontier is the worst in the series.  ,0,imdb
1605,"The acting from all involved and that includes those like Shatner and Nimoy is bad and washed out and making them seem as old as they look in real life, the special effects are tacky like when Spock has to rescue Kirk on a jet pack when he falls down from a mountain.  ",0,imdb
1606,The attempts at humor were pitiful and story is so awful it dosen't bear thinking about which basically involves a Vulcan stealing the Enterprise to find god (seriously) I just didn't care about any of this film and oh not to mention Uhura does a belly dance to distract male guards.  ,0,imdb
1607,The only place good for this film is in the garbage.  ,0,imdb
1608,The worst one of the series.  ,0,imdb
1609,Editing: The editing of this film was phenomenal in my opinion.  ,1,imdb
1610,"When a song could explain the emotions of the subjects better, such as when Jay Adams' unfortunate life was a subject of talk, the song Old Man by Neil Young was played, which evokes many emotions.  ",1,imdb
1611,Cinematography: The film was shot in an interesting way.  ,1,imdb
1612,"Of course the footage from the 70s was grainy, but that only enhanced the film.  ",1,imdb
1613,This film offers many delights and surprises.  ,1,imdb
1614,"When Achille and Philippa beautifully sing a duet from ""Don Giovanni"" that perfectly describes their situation in the movie, you appreciate the subtle layers of this excellent film.  ",1,imdb
1615,The story unfolds in 18th century Jutland and the use of period music played on period instruments is just one more fine touch.  ,1,imdb
1616,You share General Loewenhielm's exquisite joy in his partaking of the Cailles en Sarcophage even though you are just watching a movie - but you do wish for just a small sample to savor.  ,1,imdb
1617,But this understated film leaves a lasting impression.  ,1,imdb
1618,The warmth it generates is in contrast to its austere backdrop.  ,1,imdb
1619,You will leave the theater wanting to go out and dance under the stars.  ,1,imdb
1620,"The acting, as you'd expect from this cast, is top notch.  ",1,imdb
1621,"The characters are fleshed out surprisingly well, particularly Grimes and Blake, and all the actors deliver their sharply scripted lines with just the right amount of deadpan tongue in cheek to make the dialogue both hilarious and realistic.  ",1,imdb
1622,"Angus Scrimm also turns in a good performance in a somewhat brief but memorable role as the gently menacing, violin-playing anatomist Doctor Quinn.  ",1,imdb
1623,Conclusion - I loved it.  ,1,imdb
1624,It's a long time since I was so entertained by a movie.  ,1,imdb
1625,I struggle to find anything bad to say about it.  ,1,imdb
1626,"Mark my words, this is one of those cult films like Evil Dead 2 or Phantasm that people will still be discovering and falling in love with 20, 30, 40 years down the line.  ",1,imdb
1627,"It's pretty surprising that this wonderful film was made in 1949, as Hollywood generally had its collective heads in the sand concerning black and white issues at that time.  ",1,imdb
